order_detail_id;order_id;product_id;price;quantity
923;283;745;19000;20
956;291;115;130000;5
957;291;1042;19000;1
958;291;652;41000;31
972;295;988;30000;25
973;295;988;30000;25
974;295;271;6000;7
993;302;361;2000;31
994;302;361;2000;31
995;302;910;28000;40
1005;305;1024;44000;27
1026;312;1028;7000;26
1051;320;1001;19000;3
1075;328;436;16000;14
1076;328;436;16000;14
1077;328;648;30000;24
1078;329;727;37000;22
1111;339;905;15000;38
1112;340;501;13000;30
1113;340;875;13000;39
1114;340;875;13000;39
1119;344;1000;19000;34
1141;350;560;15000;39
1142;350;560;15000;39
1143;351;859;19000;32
1144;351;859;19000;32
1145;351;165;48000;32
1162;354;364;12000;38
1163;354;364;12000;38
1164;354;580;11000;33
1177;359;121;149000;40
1178;359;121;149000;40
1182;361;442;16000;11
1215;369;804;3000;1
1216;370;599;97000;17
1217;370;756;5000;30
1218;370;756;5000;30
1219;370;315;2000;2
1245;377;229;6000;7
1246;377;287;22000;23
1247;377;569;23000;31
1248;377;303;2000;29
1249;377;157;65000;3
1260;381;439;7000;24
1261;381;364;12000;18
1324;397;1063;13000;14
1364;407;215;23000;40
1386;413;423;5000;15
1387;413;349;3000;25
1402;418;1114;38000;25
1403;418;280;22000;9
1415;421;1090;45000;35
1430;426;518;27000;10
1431;426;928;14000;5
1447;431;973;16000;19
1448;431;973;16000;19
1449;431;358;2000;7
1450;431;109;139000;17
1454;434;657;87000;19
1455;434;325;4000;27
1456;434;805;20000;33
1457;434;746;41000;31
1458;434;325;4000;27
1459;434;805;20000;33
1460;434;746;41000;31
1501;449;804;3000;39
1507;451;699;101000;7
1508;451;970;27000;14
1509;451;717;230000;39
1574;466;83;44000;31
1575;466;83;44000;31
1576;467;304;2000;37
1577;467;304;2000;37
1578;467;718;285000;22
1584;470;532;11000;6
1630;485;852;6000;31
1631;485;1127;22000;38
1632;486;222;23000;41
1633;486;913;20000;40
1634;486;182;13000;9
1635;486;946;11000;34
1636;486;182;13000;9
1637;486;946;11000;34
1638;487;377;7000;13
1639;487;377;7000;13
1640;487;260;5000;20
1641;487;1130;19000;15
1682;501;809;3000;40
1683;502;792;9000;26
1684;502;437;13000;15
1685;502;269;6000;30
1686;504;886;22000;35
1716;512;74;35000;9
1717;512;74;35000;9
1718;512;353;2000;7
1719;512;483;21000;38
1720;512;1104;24000;40
1741;521;503;19000;11
1742;521;503;19000;11
1743;522;670;35000;41
1793;537;128;132000;19
1794;537;128;132000;19
1795;537;987;6000;15
1796;537;655;65000;34
1817;543;813;5000;7
1818;543;813;5000;7
1869;557;637;36000;40
1870;557;637;36000;40
1871;557;69;45000;28
1872;557;255;2000;41
1873;557;508;28000;40
1904;567;53;165000;39
1905;567;227;5000;21
1906;567;227;5000;21
1932;574;683;14000;19
1961;582;321;4000;40
1962;582;517;27000;7
1977;586;499;15000;14
1978;586;499;15000;14
1991;590;420;2000;40
1992;590;243;19000;7
1993;590;243;19000;7
2032;598;28;43000;25
2033;598;1141;22000;33
2034;598;997;43000;1
2035;598;28;43000;25
2036;598;1141;22000;33
2037;598;997;43000;1
2038;598;816;7000;26
2043;600;528;199000;42
2044;600;528;199000;42
2045;600;1145;40000;13
2046;600;162;54000;39
2165;625;360;2000;36
2214;638;1054;36000;11
2215;638;1054;36000;11
2216;639;47;99000;28
2217;639;301;6000;5
2218;639;301;6000;5
2219;639;1009;20000;25
2220;639;812;5000;2
2290;659;792;9000;38
2291;659;185;3000;4
2292;659;792;9000;38
2293;659;185;3000;4
2294;659;844;4000;25
2295;659;750;5000;41
2296;659;618;21000;36
2310;663;764;5000;14
2311;663;698;54000;22
2312;664;767;5000;41
2347;676;490;14000;18
2348;676;490;14000;18
2349;676;367;4000;30
2417;690;412;2000;34
2444;698;997;43000;16
2445;698;1074;33000;4
2446;698;293;8000;12
2447;698;293;8000;12
2448;698;871;14000;10
2449;698;136;141000;32
2473;704;1129;19000;41
2474;704;181;10000;9
2480;706;604;10000;38
2481;706;604;10000;38
2482;706;816;7000;35
2485;708;69;45000;18
2486;708;69;45000;18
2499;712;966;17000;16
2500;712;1044;20000;37
2501;712;302;7000;36
2502;712;1044;20000;37
2503;712;302;7000;36
2549;726;83;44000;22
2550;726;21;60000;17
2551;726;21;60000;17
2564;730;698;54000;3
2565;730;698;54000;3
2593;736;1126;31000;18
2594;736;781;5000;23
2595;736;641;130000;12
2615;742;1042;19000;16
2616;742;496;57000;40
2623;744;889;61000;5
2674;758;665;145000;18
2675;758;418;2000;1
2676;758;977;15000;19
2707;765;120;120000;23
2708;765;79;55000;26
2709;765;79;55000;26
2710;766;849;3000;10
2746;775;112;130000;8
2762;779;436;16000;6
2763;779;623;134000;10
2764;779;436;16000;6
2765;779;623;134000;10
2774;781;117;109000;31
2775;781;117;109000;31
2776;782;373;19000;33
2777;782;373;19000;33
2778;783;867;16000;16
2779;783;417;2000;2
2780;783;417;2000;2
2781;783;832;6000;12
2882;809;372;5000;12
2883;809;705;102000;29
2884;809;43;99000;25
2885;810;944;17000;33
2886;810;1029;7000;29
2890;814;511;18000;27
2891;814;511;18000;27
2892;815;995;63000;10
2893;815;1068;41000;20
2894;815;852;6000;32
2895;815;1068;41000;20
2896;815;852;6000;32
2897;816;652;41000;39
2898;816;652;41000;39
2899;816;1082;111000;4
2900;816;400;4000;41
2908;821;1056;15000;21
2911;823;94;44000;41
2921;827;843;6000;27
2922;827;805;20000;23
2923;827;843;6000;27
2924;827;805;20000;23
2925;827;655;65000;17
2958;838;15;89000;32
2979;844;509;28000;20
2980;844;509;28000;20
2981;844;1007;62000;18
2982;845;1098;68000;33
2983;846;311;12000;33
2984;846;301;6000;1
2985;846;301;6000;1
2986;846;353;2000;31
2987;846;953;20000;29
3009;852;597;165000;24
3010;852;498;8000;5
3011;852;498;8000;5
3031;857;816;7000;2
3032;857;943;28000;30
3033;857;943;28000;30
3076;865;255;2000;24
3077;865;245;7000;27
3106;874;464;91000;2
3107;874;464;91000;2
3108;874;199;13000;6
3109;874;106;75000;16
3110;875;37;125000;12
3111;875;882;14000;21
3112;875;546;20000;25
3113;875;307;2000;20
3114;875;296;31000;39
3115;875;324;4000;22
3116;875;882;14000;21
3117;875;546;20000;25
3118;875;307;2000;20
3119;875;296;31000;39
3120;875;324;4000;22
3121;876;440;14000;15
3122;876;593;139000;8
3123;876;593;139000;8
3124;877;797;4000;27
3189;895;372;5000;31
3190;895;677;39000;38
3191;895;45;99000;42
3192;895;677;39000;38
3193;895;45;99000;42
3194;895;781;5000;6
3204;898;958;12000;20
3205;899;367;4000;16
3206;899;180;10000;3
3207;899;750;5000;27
3232;906;567;27000;1
3233;906;970;27000;4
3234;906;876;19000;6
3235;906;1046;22000;31
3236;906;205;9000;29
3254;911;881;14000;28
3255;911;611;20000;37
3256;911;611;20000;37
3257;911;830;6000;29
3258;911;264;6000;19
3272;916;395;4000;11
3273;916;884;22000;41
3274;916;395;4000;11
3275;916;884;22000;41
3276;916;556;5000;20
3290;920;584;165000;10
3291;920;584;165000;10
3292;920;371;8000;24
3300;923;415;2000;30
3301;923;265;6000;40
3302;923;265;6000;40
3303;923;1109;47000;24
3331;931;553;33000;19
3332;931;553;33000;19
3333;931;927;5000;32
3344;934;544;26000;31
3345;934;955;48000;33
3364;939;331;5000;24
3365;939;331;5000;24
3383;948;398;3000;5
3384;948;755;4000;33
3385;948;755;4000;33
3468;968;441;11000;16
3474;970;1125;53000;26
3477;972;899;32000;16
3478;972;226;4000;3
3479;972;226;4000;3
3480;972;181;10000;37
3481;972;961;27000;29
3482;972;852;6000;16
3504;980;1129;19000;8
3535;992;1105;8000;19
3553;996;288;21000;21
3554;996;390;12000;29
3555;996;390;12000;29
3556;996;763;11000;11
3567;1001;174;79000;15
3568;1001;174;79000;15
3604;1014;413;3000;9
3605;1014;413;3000;9
3606;1014;778;6000;36
3612;1016;234;14000;20
3613;1016;273;19000;17
3614;1016;856;245000;9
3615;1016;324;4000;5
3616;1016;681;37000;18
3697;1042;944;17000;28
3698;1042;963;19000;40
3699;1042;282;16000;25
3700;1042;843;6000;26
3701;1042;963;19000;40
3702;1042;282;16000;25
3703;1042;843;6000;26
3704;1042;736;23000;8
3707;1044;786;7000;25
3708;1044;540;14000;34
3713;1046;860;45000;33
3714;1046;715;110000;30
3716;1048;138;24000;8
3768;1064;1071;26000;11
3769;1065;704;94000;9
3770;1065;704;94000;9
3771;1065;1090;45000;19
3794;1075;812;5000;39
3840;1087;23;86000;1
3851;1090;693;60000;24
3852;1090;445;12000;15
3903;1103;952;98000;5
3904;1103;944;17000;40
3952;1117;1111;49000;17
4012;1134;689;35000;23
4013;1135;460;9000;36
4014;1135;460;9000;36
4023;1138;43;99000;13
4081;1153;558;28000;34
4082;1153;851;3000;25
4083;1153;586;95000;37
4084;1153;381;4000;15
4093;1157;453;22000;30
4094;1157;847;8000;29
4095;1157;76;45000;26
4139;1166;23;86000;21
4140;1166;516;28000;41
4173;1174;348;3000;26
4174;1174;773;4000;16
4175;1175;532;11000;42
4180;1177;424;3000;31
4181;1177;424;3000;31
4182;1177;992;14000;21
4183;1177;450;16000;11
4184;1177;756;5000;24
4222;1187;908;26000;9
4223;1187;771;6000;14
4224;1187;550;12000;4
4225;1187;771;6000;14
4226;1187;550;12000;4
4227;1187;738;33000;26
4307;1204;284;13000;14
4308;1204;231;7000;42
4309;1205;465;15000;35
4310;1205;528;199000;26
4338;1213;145;48000;13
4339;1213;145;48000;13
4355;1219;1131;19000;3
4356;1219;615;7000;39
4357;1219;615;7000;39
4358;1219;637;36000;3
4359;1220;832;6000;26
4360;1220;857;14000;4
4361;1220;805;20000;8
4377;1224;608;18000;25
4398;1230;496;57000;21
4432;1239;606;41000;3
4433;1239;162;54000;6
4434;1240;889;61000;11
4435;1240;791;6000;11
4436;1240;791;6000;11
4437;1240;983;28000;18
4514;1263;897;32000;3
4515;1263;831;6000;40
4545;1272;372;5000;26
4546;1272;415;2000;28
4547;1272;372;5000;26
4548;1272;415;2000;28
4549;1272;869;24000;38
4550;1272;965;17000;27
4566;1276;566;11000;11
4567;1276;566;11000;11
4568;1277;1099;51000;12
4569;1277;1099;51000;12
4645;1299;1133;20000;29
4646;1299;818;6000;6
4647;1300;134;147000;10
4648;1300;604;10000;30
4649;1300;604;10000;30
4650;1300;396;5000;23
4651;1300;58;100000;18
4652;1301;693;60000;16
4673;1306;360;2000;16
4674;1306;386;6000;7
4679;1308;1134;20000;26
4680;1308;66;2000;31
4681;1308;583;10000;2
4682;1308;583;10000;2
4683;1308;397;3000;9
4684;1308;993;24000;24
4690;1311;280;22000;37
4691;1311;280;22000;37
4692;1311;477;16000;26
4693;1313;297;6000;30
4694;1313;560;15000;17
4695;1313;560;15000;17
4727;1326;939;28000;36
4757;1333;879;8000;6
4758;1333;879;8000;6
4759;1333;644;36000;42
4793;1343;192;12000;31
4794;1343;823;13000;40
4806;1347;636;33000;4
4807;1347;636;33000;4
4811;1349;976;28000;33
4812;1349;994;6000;9
4822;1352;965;17000;38
4823;1353;756;5000;28
4824;1353;756;5000;28
4825;1353;649;30000;6
4830;1355;592;95000;40
4831;1356;1139;8000;33
4832;1356;479;15000;9
4833;1356;535;19000;41
4837;1358;122;148000;35
4838;1358;212;9000;24
4880;1371;20;60000;6
4892;1376;188;11000;4
4893;1376;188;11000;4
4921;1384;185;3000;29
4922;1384;185;3000;29
4923;1384;168;38000;14
4924;1384;541;22000;16
4948;1392;411;3000;3
4949;1392;835;5000;34
4950;1392;827;3000;14
4951;1392;38;200000;10
4952;1392;411;3000;3
4953;1392;835;5000;34
4954;1392;827;3000;14
4955;1392;38;200000;10
4956;1392;542;10000;4
4957;1392;71;45000;35
4958;1392;431;8000;1
4962;1394;405;22000;17
4963;1394;925;17000;27
4964;1394;437;13000;42
4990;1401;104;75000;12
4991;1401;104;75000;12
4992;1401;591;125000;13
4993;1402;22;72000;26
5049;1417;695;104000;13
5074;1426;677;39000;32
5085;1429;752;7000;3
5091;1431;207;6000;25
5092;1431;874;13000;6
5127;1441;1074;33000;18
5128;1441;240;6000;19
5129;1441;373;19000;2
5130;1441;394;3000;19
5167;1454;764;5000;31
5168;1454;764;5000;31
5169;1454;1034;17000;20
5185;1458;260;5000;23
5199;1463;762;11000;24
5200;1463;762;11000;24
5201;1463;193;10000;29
5202;1463;766;5000;29
5212;1466;183;3000;34
5213;1466;206;13000;38
5214;1466;604;10000;13
5215;1466;206;13000;38
5216;1466;604;10000;13
5217;1467;112;130000;6
5237;1472;242;7000;23
5238;1472;1139;8000;13
5239;1472;14;99000;6
5240;1472;941;28000;23
5241;1472;363;2000;37
5242;1472;941;28000;23
5243;1472;363;2000;37
5244;1472;61;100000;6
5280;1483;823;13000;3
5281;1483;823;13000;3
5307;1491;286;9000;23
5308;1491;669;37000;22
5309;1492;1089;45000;14
5310;1492;166;71000;28
5311;1492;202;10000;11
5312;1492;585;365000;12
5313;1492;98;130000;31
5314;1493;835;5000;9
5315;1493;835;5000;9
5330;1499;562;10000;37
5346;1505;237;6000;31
5350;1507;1139;8000;34
5351;1507;1139;8000;34
5352;1507;169;133000;6
5353;1507;612;7000;5
5354;1507;695;104000;19
5355;1508;10;90000;6
5356;1508;541;22000;16
5357;1508;437;13000;21
5409;1522;826;4000;3
5410;1522;711;80000;5
5453;1532;1127;22000;39
5470;1537;758;3000;4
5493;1543;112;130000;36
5553;1558;912;32000;37
5576;1566;427;3000;40
5594;1573;514;11000;29
5595;1573;1131;19000;8
5674;1591;1077;13000;20
5680;1595;686;39000;34
5688;1597;1061;10000;19
5689;1597;1061;10000;19
5711;1603;39;225000;18
5712;1603;9;80000;14
5723;1608;7;120000;36
5724;1608;783;6000;34
5725;1608;783;6000;34
5726;1608;506;11000;11
5759;1617;14;99000;24
5760;1617;905;15000;21
5761;1617;905;15000;21
5762;1618;505;19000;22
5763;1619;51;75000;3
5764;1619;535;19000;21
5765;1619;535;19000;21
5767;1622;890;22000;17
5777;1625;706;52000;11
5781;1629;534;12000;37
5791;1633;268;6000;42
5792;1633;987;6000;25
5793;1633;987;6000;25
5794;1633;976;28000;14
5795;1633;1113;49000;4
5842;1643;642;72000;35
5865;1649;556;5000;24
5874;1652;150;58000;17
5880;1654;847;8000;41
5881;1654;459;13000;31
5882;1655;487;43000;32
5883;1655;487;43000;32
5884;1655;279;22000;15
5902;1659;161;43000;6
5903;1659;592;95000;15
5904;1659;825;3000;31
5905;1659;592;95000;15
5906;1659;825;3000;31
5907;1659;217;14000;40
5908;1659;566;11000;9
5909;1659;349;3000;4
5910;1659;110;75000;22
5976;1675;916;20000;31
5977;1675;522;11000;37
5978;1675;916;20000;31
5979;1675;522;11000;37
6018;1686;779;13000;19
6075;1702;293;8000;20
6076;1702;58;100000;31
6091;1707;322;4000;42
6092;1707;160;61000;31
6102;1713;37;125000;39
6115;1716;1139;8000;18
6116;1716;1139;8000;18
6117;1716;752;7000;21
6118;1716;553;33000;34
6151;1727;908;26000;17
6157;1729;47;99000;21
6209;1741;34;125000;8
6218;1745;401;21000;12
6239;1751;795;4000;24
6240;1751;795;4000;24
6252;1755;253;10000;17
6253;1755;620;40000;35
6254;1755;620;40000;35
6255;1755;1016;36000;42
6258;1757;695;104000;29
6259;1757;695;104000;29
6269;1761;792;9000;28
6343;1785;1043;20000;40
6344;1785;1043;20000;40
6345;1785;665;145000;6
6363;1789;502;19000;7
6364;1790;190;4000;14
6365;1790;5;99000;38
6366;1790;883;19000;38
6367;1790;5;99000;38
6368;1790;883;19000;38
6369;1791;279;22000;25
6370;1791;279;22000;25
6392;1798;1133;20000;33
6393;1798;1127;22000;20
6406;1802;235;7000;32
6407;1802;35;200000;38
6415;1805;606;41000;8
6418;1807;927;5000;1
6419;1807;927;5000;1
6420;1807;984;48000;10
6437;1814;572;9000;5
6438;1814;341;3000;36
6439;1814;902;100000;26
6456;1817;1071;26000;32
6516;1832;444;4000;39
6531;1836;1053;36000;32
6533;1838;1105;8000;15
6534;1838;330;5000;19
6535;1838;330;5000;19
6539;1840;623;134000;34
6540;1840;476;13000;5
6541;1840;623;134000;34
6542;1840;476;13000;5
6543;1840;999;43000;11
6558;1845;936;44000;21
6712;1884;330;5000;38
6713;1884;330;5000;38
6732;1892;474;17000;40
6733;1892;212;9000;40
6734;1892;747;22000;31
6735;1892;149;63000;42
6821;1916;518;27000;34
6822;1916;518;27000;34
6912;1942;874;13000;5
6920;1944;909;22000;21
6921;1944;519;13000;1
6922;1944;909;22000;21
6923;1944;519;13000;1
6948;1950;90;39000;28
6949;1950;923;9000;33
6950;1951;203;13000;18
6951;1951;297;6000;2
6952;1951;203;13000;18
6953;1951;297;6000;2
6954;1951;669;37000;25
6955;1954;1014;15000;15
6956;1955;137;150000;13
6957;1955;635;30000;37
6978;1961;370;4000;34
6986;1965;945;28000;37
6987;1966;618;21000;18
6995;1970;1037;39000;29
6996;1970;1037;39000;29
6997;1970;783;6000;28
6998;1970;928;14000;11
7010;1975;293;8000;13
7039;1983;999;43000;39
7040;1983;608;18000;4
7041;1983;999;43000;39
7042;1983;608;18000;4
7043;1983;389;6000;21
7078;1992;546;20000;37
7079;1992;522;11000;8
7080;1992;195;27000;25
7081;1992;522;11000;8
7082;1992;195;27000;25
7083;1992;870;14000;28
7093;1994;858;19000;19
7094;1994;858;19000;19
7095;1995;163;49000;6
7096;1995;617;19000;16
7108;1998;471;17000;7
7138;2006;369;8000;2
7139;2006;418;2000;16
7140;2006;581;11000;36
7163;2013;1048;59000;41
7164;2013;1048;59000;41
7165;2013;262;7000;9
7185;2018;141;38000;41
7237;2039;929;17000;40
7238;2039;425;3000;9
7239;2039;425;3000;9
7240;2039;900;100000;40
7244;2041;365;2000;36
7259;2048;487;43000;21
7260;2048;1079;53000;34
7261;2048;1079;53000;34
7272;2051;586;95000;12
7273;2051;10;90000;23
7274;2051;268;6000;36
7280;2053;1007;62000;11
7281;2053;1007;62000;11
7282;2053;50;125000;36
7305;2060;784;6000;34
7306;2060;1041;30000;23
7307;2060;241;3000;16
7322;2064;592;95000;41
7323;2064;861;9000;3
7324;2064;861;9000;3
7325;2064;1136;107000;5
7385;2078;1103;9000;35
7403;2088;597;165000;33
7404;2088;597;165000;33
7464;2102;1019;36000;18
7465;2103;1104;24000;31
7466;2103;1104;24000;31
7488;2109;122;148000;17
7489;2109;122;148000;17
7500;2112;863;14000;4
7501;2112;738;33000;41
7502;2112;863;14000;4
7503;2112;738;33000;41
7549;2126;157;65000;9
7550;2126;1113;49000;16
7551;2126;157;65000;9
7552;2126;1113;49000;16
7563;2130;35;200000;28
7579;2135;583;10000;16
7580;2135;583;10000;16
7581;2135;183;3000;30
7582;2135;773;4000;28
7605;2142;143;63000;18
7606;2142;143;63000;18
7607;2142;251;5000;36
7628;2148;1030;20000;9
7629;2148;1091;100000;37
7630;2148;93;49000;20
7631;2149;97;149000;15
7632;2149;195;27000;37
7633;2149;97;149000;15
7634;2149;195;27000;37
7639;2152;908;26000;25
7640;2152;751;5000;9
7641;2152;84;44000;39
7642;2152;84;44000;39
7674;2162;980;23000;35
7675;2163;410;3000;23
7698;2170;601;20000;20
7699;2170;601;20000;20
7700;2170;712;38000;7
7701;2170;550;12000;38
7741;2180;894;24000;38
7742;2180;894;24000;38
7749;2184;479;15000;36
7784;2194;506;11000;23
7785;2194;986;27000;5
7786;2195;634;72000;13
7787;2195;99;85000;32
7791;2198;306;2000;12
7792;2198;494;15000;33
7793;2198;977;15000;1
7794;2198;494;15000;33
7795;2198;977;15000;1
7802;2201;952;98000;14
7803;2201;420;2000;23
7823;2207;222;23000;35
7841;2212;943;28000;33
7849;2215;623;134000;23
7850;2215;20;60000;41
7851;2215;343;4000;24
7852;2215;170;132000;33
7853;2215;705;102000;30
7854;2215;705;102000;30
7855;2215;812;5000;12
7888;2224;264;6000;25
7889;2224;53;165000;1
7890;2224;1028;7000;36
7891;2224;355;2000;40
7901;2228;674;26000;41
7935;2239;340;3000;40
7936;2239;340;3000;40
7944;2244;839;8000;8
7945;2244;977;15000;26
7946;2244;360;2000;27
7947;2244;848;3000;6
7948;2244;360;2000;27
7949;2244;848;3000;6
7950;2244;472;12000;4
7965;2249;960;27000;37
7966;2249;960;27000;37
7967;2249;391;12000;39
7968;2249;259;4000;10
7969;2249;1054;36000;41
7970;2249;226;4000;19
7971;2249;152;63000;42
7972;2250;156;42000;42
7973;2250;440;14000;17
7974;2250;156;42000;42
7975;2250;440;14000;17
7976;2251;874;13000;33
7977;2251;47;99000;39
7978;2251;473;7000;8
7979;2251;963;19000;37
7987;2254;19;85000;19
8056;2272;104;75000;27
8057;2272;104;75000;27
8058;2272;350;2000;42
8059;2272;993;24000;2
8072;2276;754;4000;15
8073;2276;10;90000;36
8074;2276;555;11000;21
8079;2278;870;14000;28
8080;2278;711;80000;42
8100;2284;402;8000;23
8101;2284;402;8000;23
8107;2287;1069;15000;41
8108;2288;878;8000;28
8109;2288;799;6000;34
8110;2288;878;8000;28
8111;2288;799;6000;34
8112;2288;283;13000;16
8119;2291;1115;25000;17
8141;2298;1017;36000;13
8142;2298;314;2000;18
8143;2298;736;23000;13
8144;2298;527;39000;21
8145;2298;1017;36000;13
8146;2298;314;2000;18
8147;2298;736;23000;13
8148;2298;527;39000;21
8173;2307;555;11000;5
8207;2316;541;22000;27
8214;2319;1073;15000;29
8216;2321;232;20000;8
8217;2321;628;56000;32
8218;2321;628;56000;32
8219;2321;585;365000;29
8246;2329;903;22000;26
8247;2329;686;39000;41
8248;2329;903;22000;26
8249;2329;686;39000;41
8250;2330;82;49000;21
8251;2330;295;22000;24
8252;2330;295;22000;24
8253;2330;1126;31000;14
8254;2330;665;145000;32
8264;2333;1105;8000;27
8265;2333;276;11000;12
8266;2334;970;27000;36
8277;2338;223;4000;4
8285;2342;237;6000;3
8286;2342;496;57000;20
8292;2344;683;14000;13
8293;2344;624;12000;12
8294;2344;578;22000;5
8331;2355;422;5000;32
8332;2355;422;5000;32
8333;2357;500;23000;35
8340;2359;13;85000;18
8341;2360;292;11000;28
8342;2360;973;16000;13
8343;2360;973;16000;13
8344;2360;991;14000;42
8345;2360;771;6000;14
8368;2368;150;58000;5
8369;2368;984;48000;29
8370;2369;1053;36000;22
8371;2369;874;13000;3
8396;2376;1014;15000;38
8397;2376;1014;15000;38
8410;2379;543;10000;27
8411;2379;543;10000;27
8419;2382;566;11000;29
8420;2382;566;11000;29
8421;2382;783;6000;29
8428;2384;638;92000;11
8458;2394;44;99000;4
8459;2394;731;26000;8
8460;2394;731;26000;8
8461;2394;572;9000;18
8576;2423;194;30000;11
8577;2423;896;35000;18
8578;2423;606;41000;26
8624;2438;614;55000;5
8625;2438;50;125000;5
8626;2438;50;125000;5
8627;2438;1109;47000;5
8628;2438;221;62000;15
8629;2438;903;22000;21
8630;2438;316;2000;9
8631;2438;149;63000;38
8648;2442;372;5000;40
8649;2442;372;5000;40
8650;2442;693;60000;40
8654;2444;1070;26000;22
8664;2447;612;7000;36
8674;2452;759;5000;14
8675;2452;759;5000;14
8697;2457;23;86000;21
8765;2474;136;141000;20
8776;2478;619;21000;40
8777;2479;835;5000;23
8778;2479;550;12000;5
8779;2480;212;9000;14
8815;2490;152;63000;23
8816;2490;152;63000;23
8817;2490;1036;40000;30
8834;2496;409;3000;21
8835;2496;229;6000;28
8836;2496;409;3000;21
8837;2496;229;6000;28
8838;2497;443;14000;19
8856;2503;57;67000;28
8863;2505;1130;19000;37
8866;2507;68;45000;42
8867;2507;68;45000;42
8873;2510;710;150000;37
8899;2520;325;4000;15
8900;2520;81;47000;33
8901;2520;606;41000;7
8986;2537;615;7000;11
9003;2543;107;130000;40
9006;2545;493;6000;9
9007;2545;122;148000;39
9008;2545;493;6000;9
9009;2545;122;148000;39
9010;2545;460;9000;22
9047;2556;431;8000;17
9048;2556;431;8000;17
9059;2561;587;125000;27
9084;2568;456;9000;1
9085;2568;723;125000;17
9086;2568;723;125000;17
9115;2577;963;19000;13
9133;2584;455;15000;2
9134;2584;250;6000;11
9135;2584;469;8000;21
9136;2584;1143;35000;4
9137;2586;1059;18000;15
9138;2586;809;3000;13
9139;2586;830;6000;15
9140;2586;863;14000;2
9141;2586;809;3000;13
9142;2586;830;6000;15
9143;2586;863;14000;2
9144;2586;977;15000;42
9189;2600;562;10000;8
9190;2600;670;35000;20
9191;2600;40;200000;8
9192;2600;670;35000;20
9193;2600;40;200000;8
9194;2600;880;8000;1
9195;2600;908;26000;18
9196;2600;616;121000;33
9228;2609;565;23000;14
9234;2612;1059;18000;16
9235;2612;1047;22000;17
9287;2626;1060;18000;36
9360;2644;645;39000;7
9361;2645;377;7000;11
9362;2645;333;2000;39
9363;2645;333;2000;39
9364;2645;943;28000;24
9365;2645;316;2000;29
9453;2670;251;5000;17
9454;2670;251;5000;17
9469;2675;829;7000;21
9470;2675;829;7000;21
9531;2692;255;2000;38
9532;2692;844;4000;19
9545;2695;793;5000;5
9546;2695;793;5000;5
9547;2695;1144;54000;9
9612;2716;691;5000;18
9613;2716;657;87000;30
9614;2716;220;24000;8
9639;2723;73;45000;40
9640;2723;73;45000;40
9641;2723;772;4000;11
9650;2726;450;16000;42
9651;2726;450;16000;42
9668;2732;1075;33000;5
9669;2732;1075;33000;5
9670;2732;210;4000;11
9695;2742;548;34000;15
9696;2743;128;132000;40
9713;2748;273;19000;8
9731;2755;744;8000;41
9732;2755;212;9000;9
9737;2757;1101;51000;34
9775;2766;1028;7000;29
9776;2766;129;131000;26
9780;2768;625;51000;26
9781;2768;625;51000;26
9830;2783;810;6000;24
9835;2785;666;92000;25
9941;2811;255;2000;6
9942;2811;389;6000;1
9943;2811;49;99000;8
